locusTag	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	gene_name	annotation	symbol	GeneID	feature_interval_length	product_length	attributes	level	annotation
Bcen2424_1939	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2155059	2156420	+	ABK08690.1			Bcen2424_1939	periplasmic sensor signal transduction histidine kinase			1362	453			
Bcen2424_1940	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2156610	2157158	+	ABK08691.1			Bcen2424_1940	alkyl hydroperoxide reductase/ Thiol specific antioxidant/ Mal allergen			549	182			
Bcen2424_1941	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2157235	2157762	+	ABK08692.1			Bcen2424_1941	Carboxymuconolactone decarboxylase			528	175			
Bcen2424_1942	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2157890	2158375	-	ABK08693.1			Bcen2424_1942	"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase"			486	161			
Bcen2424_1943	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2158405	2159115	-	ABK08694.1			Bcen2424_1943	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase			711	236			
Bcen2424_1944	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2159223	2162693	+	ABK08695.1			Bcen2424_1944	transcription-repair coupling factor			3471	1156			
Bcen2424_1945	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2162798	2164018	+	ABK08696.1			Bcen2424_1945	"acetylornithine deacetylase / acetylornithine deacetylase ArgE, Metallo peptidase, MEROPS family M20A"			1221	406			
Bcen2424_1946	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2164079	2165098	+	ABK08697.1			Bcen2424_1946	"Pyridoxal-5'-phosphate-dependent enzyme, beta subunit"			1020	339		3	"00260 Glycine, serine and threonine metabolism [PATH:ko00260]|00290 Valine, leucine and isoleucine biosynthesis [PATH:ko00290]"
Bcen2424_1947	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2165244	2165678	+	ABK08698.1			Bcen2424_1947	conserved hypothetical protein			435	144			
Bcen2424_1948	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2165761	2168280	-	ABK08699.1			Bcen2424_1948	"penicillin-binding protein, 1A family"			2520	839		3	00550 Peptidoglycan biosynthesis [PATH:ko00550]|01501 beta-Lactam resistance [PATH:ko01501]
Bcen2424_1949	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2168724	2169404	+	ABK08700.1			Bcen2424_1949	"phage shock protein A, PspA"			681	226			
Bcen2424_1950	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2169493	2170674	+	ABK08701.1			Bcen2424_1950	Tetratricopeptide TPR_2 repeat protein			1182	393			
Bcen2424_1951	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2170911	2171342	+	ABK08702.1			Bcen2424_1951	large conductance mechanosensitive channel protein			432	143			
Bcen2424_1952	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2171631	2172122	+	ABK08703.1			Bcen2424_1952	conserved hypothetical protein			492	163			
Bcen2424_1953	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2172189	2173082	-	ABK08704.1			Bcen2424_1953	2-hydroxy-3-oxopropionate reductase			894	297			
Bcen2424_1954	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2173250	2173459	+	ABK08705.1			Bcen2424_1954	protein of unknown function DUF1458			210	69			
Bcen2424_1955	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2173681	2174610	+	ABK08706.1			Bcen2424_1955	"transcriptional regulator, LysR family"			930	309			
Bcen2424_1956	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2174741	2176153	-	ABK08707.1			Bcen2424_1956	amidohydrolase			1413	470			
Bcen2424_1957	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2176661	2177014	+	ABK08708.1			Bcen2424_1957	Transthyretin			354	117			
Bcen2424_1958	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2177068	2178261	+	ABK08709.1			Bcen2424_1958	protein of unknown function DUF989			1194	397			
Bcen2424_1959	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2178367	2178777	-	ABK08710.1			Bcen2424_1959	conserved hypothetical protein			411	136			
Bcen2424_1960	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2179129	2179641	-	ABK08711.1			Bcen2424_1960	Ureidoglycolate hydrolase			513	170			
Bcen2424_1961	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2179638	2180651	-	ABK08712.1			Bcen2424_1961	Allantoicase			1014	337			
Bcen2424_1962	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2180727	2181248	-	ABK08713.1			Bcen2424_1962	conserved hypothetical protein			522	173			
Bcen2424_1963	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2181245	2182198	-	ABK08714.1			Bcen2424_1963	polysaccharide deacetylase			954	317			
Bcen2424_1964	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2182384	2183175	-	ABK08715.1			Bcen2424_1964	Asp/Glu racemase			792	263			
Bcen2424_1965	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2183186	2184670	-	ABK08716.1			Bcen2424_1965	"permease for cytosine/purines, uracil, thiamine, allantoin"			1485	494			
Bcen2424_1966	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2184820	2185524	-	ABK08717.1			Bcen2424_1966	"transcriptional regulator, GntR family"			705	234			
Bcen2424_1967	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2185839	2186777	-	ABK08718.1			Bcen2424_1967	"murein tetrapeptidase LD-carboxypeptidase, Serine peptidase, MEROPS family S66"			939	312			
Bcen2424_1968	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2186881	2187360	-	ABK08719.1			Bcen2424_1968	tRNA-adenosine deaminase			480	159			
Bcen2424_1969	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2187474	2187875	-	ABK08720.1			Bcen2424_1969	conserved hypothetical protein			402	133			
Bcen2424_1970	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2188155	2189390	-	ABK08721.1			Bcen2424_1970	major facilitator superfamily MFS_1			1236	411			
Bcen2424_1971	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2189686	2190456	+	ABK08722.1			Bcen2424_1971	"transcriptional regulator, GntR family"			771	256			
Bcen2424_1972	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2190453	2192192	+	ABK08723.1			Bcen2424_1972	fumarate reductase/succinate dehydrogenase flavoprotein domain protein			1740	579			
Bcen2424_1973	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2192204	2192449	+	ABK08724.1			Bcen2424_1973	"4Fe-4S ferredoxin, iron-sulfur binding domain protein"			246	81			
Bcen2424_1974	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2192571	2193995	+	ABK08725.1			Bcen2424_1974	"nitrate ABC transporter, periplasmic nitrate-binding protein, putative"			1425	474			
Bcen2424_1975	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2194042	2194917	+	ABK08726.1			Bcen2424_1975	binding-protein-dependent transport systems inner membrane component			876	291			
Bcen2424_1976	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2194914	2195702	+	ABK08727.1			Bcen2424_1976	ABC transporter related protein			789	262			
Bcen2424_1977	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2195742	2196737	+	ABK08728.1			Bcen2424_1977	HEAT domain containing protein			996	331			
Bcen2424_1978	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2196734	2197012	+	ABK08729.1			Bcen2424_1978	conserved hypothetical protein			279	92			
Bcen2424_1979	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2197119	2198003	+	ABK08730.1			Bcen2424_1979	"6-phosphogluconate dehydrogenase, NAD-binding protein"			885	294			
Bcen2424_1980	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2198056	2198559	+	ABK08731.1			Bcen2424_1980	NUDIX hydrolase			504	167			
Bcen2424_1981	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2198651	2199100	+	ABK08732.1			Bcen2424_1981	GCN5-related N-acetyltransferase			450	149			
Bcen2424_1982	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2199182	2199805	-	ABK08733.1			Bcen2424_1982	2'-5' RNA ligase			624	207			
Bcen2424_1983	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2199909	2200547	+	ABK08734.1			Bcen2424_1983	"DNA polymerase III, epsilon subunit"			639	212		3	03030 DNA replication [PATH:ko03030]|03430 Mismatch repair [PATH:ko03430]|03440 Homologous recombination [PATH:ko03440]
Bcen2424_1984	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2200618	2201964	-	ABK08735.1			Bcen2424_1984	"transcriptional regulator, GntR family"			1347	448			
Bcen2424_1985	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2202098	2202502	+	ABK08736.1			Bcen2424_1985	Glyoxalase/bleomycin resistance protein/dioxygenase			405	134			
Bcen2424_1986	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2202537	2203166	+	ABK08737.1			Bcen2424_1986	Lysine exporter protein (LYSE/YGGA)			630	209			
Bcen2424_1987	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2203221	2204066	+	ABK08738.1			Bcen2424_1987	phenazine biosynthesis protein PhzF family			846	281			
Bcen2424_1988	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2204244	2204819	+	ABK08739.1			Bcen2424_1988	DinB family protein			576	191			
Bcen2424_1989	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2204975	2206594	-	ABK08740.1			Bcen2424_1989	GMP synthase (glutamine-hydrolyzing)			1620	539			
Bcen2424_1990	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2206702	2207310	-	ABK08741.1			Bcen2424_1990	conserved hypothetical protein			609	202			
Bcen2424_1991	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2207317	2208777	-	ABK08742.1			Bcen2424_1991	inosine-5'-monophosphate dehydrogenase			1461	486			
Bcen2424_1992	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2209057	2209890	-	ABK08743.1			Bcen2424_1992	metal-binding integral membrane protein-like protein			834	277			
Bcen2424_1993	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2209919	2210683	-	ABK08744.1			Bcen2424_1993	"protein of unknown function DUF899, thioredoxin family protein"			765	254			
Bcen2424_1994	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2210798	2212018	+	ABK08745.1			Bcen2424_1994	"Helix-turn-helix, type 11 domain protein"			1221	406			
Bcen2424_1995	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2212050	2212736	+	ABK08746.1			Bcen2424_1995	conserved hypothetical protein			687	228			
Bcen2424_1996	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2212859	2213824	+	ABK08747.1			Bcen2424_1996	"protein of unknown function DUF6, transmembrane"			966	321			
Bcen2424_1997	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2213867	2214190	-	ABK08748.1			Bcen2424_1997	protein of unknown function UPF0125			324	107			
Bcen2424_1998	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2214195	2214632	-	ABK08749.1			Bcen2424_1998	cyclase/dehydrase			438	145			
Bcen2424_1999	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2214732	2215178	+	ABK08750.1			Bcen2424_1999	SsrA-binding protein			447	148			
Bcen2424_2000	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2215330	2216265	-	ABK08751.1			Bcen2424_2000	"SPFH domain, Band 7 family protein"			936	311			
Bcen2424_2001	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2216302	2216736	-	ABK08752.1			Bcen2424_2001	protein of unknown function DUF107			435	144			
Bcen2424_2002	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2217029	2219431	-	ABK08753.1			Bcen2424_2002	phosphoenolpyruvate synthase			2403	800		3	00620 Pyruvate metabolism [PATH:ko00620]|00680 Methane metabolism [PATH:ko00680]
Bcen2424_2003	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2219808	2220623	+	ABK08754.1			Bcen2424_2003	protein of unknown function DUF299			816	271			
Bcen2424_2004	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2220724	2221506	-	ABK08755.1			Bcen2424_2004	tRNA/rRNA methyltransferase (SpoU)			783	260			
Bcen2424_2005	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2221503	2222147	-	ABK08756.1			Bcen2424_2005	Ribonuclease H			645	214			
Bcen2424_2006	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2222144	2223313	-	ABK08757.1			Bcen2424_2006	lipid-A-disaccharide synthase			1170	389			
Bcen2424_2007	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2223317	2224105	-	ABK08758.1			Bcen2424_2007	acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase			789	262		3	00540 Lipopolysaccharide biosynthesis [PATH:ko00540]|01503 Cationic antimicrobial peptide (CAMP) resistance [PATH:ko01503]
Bcen2424_2008	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2224173	2224640	-	ABK08759.1			Bcen2424_2008	3-hydroxyacyl-[acyl-carrier-protein] dehydratase			468	155		3	00061 Fatty acid biosynthesis [PATH:ko00061]|00780 Biotin metabolism [PATH:ko00780]
Bcen2424_2009	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2224770	2225864	-	ABK08760.1			Bcen2424_2009	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase			1095	364			
Bcen2424_2010	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2225881	2226378	-	ABK08761.1			Bcen2424_2010	outer membrane chaperone Skp (OmpH)			498	165			
Bcen2424_2011	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2226443	2228752	-	ABK08762.1			Bcen2424_2011	surface antigen (D15)			2310	769			
Bcen2424_2012	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2228814	2230187	-	ABK08763.1			Bcen2424_2012	"site-2 protease, Metallo peptidase, MEROPS family M50B"			1374	457			
Bcen2424_2013	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2230199	2231395	-	ABK08764.1			Bcen2424_2013	1-deoxy-D-xylulose 5-phosphate reductoisomerase			1197	398			
Bcen2424_2014	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2231411	2232232	-	ABK08765.1			Bcen2424_2014	phosphatidate cytidylyltransferase			822	273			
Bcen2424_2015	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2232226	2233008	-	ABK08766.1			Bcen2424_2015	Undecaprenyl pyrophosphate synthetase			783	260			
Bcen2424_2016	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2233058	2233618	-	ABK08767.1			Bcen2424_2016	ribosome recycling factor			561	186			
Bcen2424_2017	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2233710	2234423	-	ABK08768.1			Bcen2424_2017	uridylate kinase			714	237			
Bcen2424_2018	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2234580	2235461	-	ABK08769.1			Bcen2424_2018	translation elongation factor Ts (EF-Ts)			882	293			
Bcen2424_2019	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2235624	2236364	-	ABK08770.1			Bcen2424_2019	SSU ribosomal protein S2P			741	246			
Bcen2424_2020	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2236744	2237559	+	ABK08771.1			Bcen2424_2020	"methionine aminopeptidase, type I"			816	271			
Bcen2424_2021	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2237606	2240182	+	ABK08772.1			Bcen2424_2021	"UTP-GlnB uridylyltransferase, GlnD"			2577	858			
Bcen2424_2022	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2240199	2242208	+	ABK08773.1			Bcen2424_2022	"Pseudouridine synthase, Rsu"			2010	669			
Bcen2424_2023	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2242288	2242821	-	ABK08774.1			Bcen2424_2023	peptide deformylase			534	177			
Bcen2424_2024	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2242818	2244893	-	ABK08775.1			Bcen2424_2024	"DNA ligase, NAD-dependent"			2076	691		3	03030 DNA replication [PATH:ko03030]|03410 Base excision repair [PATH:ko03410]|03420 Nucleotide excision repair [PATH:ko03420]|03430 Mismatch repair [PATH:ko03430]
Bcen2424_2025	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2245058	2246347	-	ABK08776.1			Bcen2424_2025	conserved hypothetical protein			1290	429			
Bcen2424_2026	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2246433	2249945	-	ABK08777.1			Bcen2424_2026	chromosome segregation protein SMC			3513	1170			
Bcen2424_2027	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2250085	2251101	-	ABK08778.1			Bcen2424_2027	"protein of unknown function DUF6, transmembrane"			1017	338			
Bcen2424_2028	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2251119	2252171	+	ABK08779.1			Bcen2424_2028	"transposase, IS605 OrfB family"			1053	350			
Bcen2424_2029	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2252347	2253579	+	ABK08780.1			Bcen2424_2029	succinyldiaminopimelate aminotransferase apoenzyme			1233	410			
Bcen2424_2030	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2253625	2254452	+	ABK08781.1			Bcen2424_2030	"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase"			828	275			
Bcen2424_2031	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2254452	2254820	+	ABK08782.1			Bcen2424_2031	conserved hypothetical protein			369	122			
Bcen2424_2032	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2254911	2256050	+	ABK08783.1			Bcen2424_2032	succinyldiaminopimelate desuccinylase			1140	379			
Bcen2424_2033	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2256062	2256970	+	ABK08784.1			Bcen2424_2033	[LSU ribosomal protein L3P]-glutamine N5-methyltransferase			909	302			
Bcen2424_2034	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2257102	2258541	+	ABK08785.1			Bcen2424_2034	cardiolipin synthetase 2			1440	479			
Bcen2424_2035	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2258593	2259072	-	ABK08786.1			Bcen2424_2035	Glutathione peroxidase			480	159		3	00590 Arachidonic acid metabolism [PATH:ko00590]|00480 Glutathione metabolism [PATH:ko00480]
Bcen2424_2036	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2259208	2261139	+	ABK08787.1			Bcen2424_2036	ABC transporter related protein			1932	643			
Bcen2424_2037	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2261347	2261613	-	ABK08788.1			Bcen2424_2037	conserved hypothetical protein			267	88			
Bcen2424_2038	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2261763	2263139	-	ABK08789.1			Bcen2424_2038	DNA replication and repair protein RadA			1377	458			
Bcen2424_2039	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2263151	2264221	-	ABK08790.1			Bcen2424_2039	alanine racemase			1071	356		3	00473 D-Alanine metabolism [PATH:ko00473]|01502 Vancomycin resistance [PATH:ko01502]
Bcen2424_2040	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2264440	2265747	+	ABK08791.1			Bcen2424_2040	major facilitator superfamily MFS_1			1308	435			
Bcen2424_2041	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2265806	2266615	+	ABK08792.1			Bcen2424_2041	hydroxymethylpyrimidine kinase / phosphomethylpyrimidine kinase			810	269			
Bcen2424_2042	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2266634	2267599	-	ABK08793.1			Bcen2424_2042	conserved hypothetical protein			966	321			
Bcen2424_2043	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2267596	2268636	-	ABK08794.1			Bcen2424_2043	phage SPO1 DNA polymerase-related protein			1041	346			
Bcen2424_2044	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2268623	2269123	-	ABK08795.1			Bcen2424_2044	[SSU ribosomal protein S18P]-alanine acetyltransferase			501	166			
Bcen2424_2045	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2269120	2269887	-	ABK08796.1			Bcen2424_2045	"peptidase M22, glycoprotease"			768	255			
Bcen2424_2046	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2270035	2270304	+	ABK08797.1			Bcen2424_2046	"acyl-coA-binding protein, ACBP"			270	89			
Bcen2424_2047	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2270662	2272212	+	ABK08798.1			Bcen2424_2047	DEAD/DEAH box helicase domain protein			1551	516			
Bcen2424_2048	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2272604	2273911	+	ABK08799.1			Bcen2424_2048	isocitrate lyase			1308	435			
Bcen2424_2049	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2274123	2274557	-	ABK08800.1			Bcen2424_2049	UspA domain protein			435	144			
Bcen2424_2050	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2274717	2275622	-	ABK08801.1			Bcen2424_2050	"transcriptional regulator, LysR family"			906	301			
Bcen2424_2051	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2275780	2276547	+	ABK08802.1			Bcen2424_2051	"haloacid dehalogenase, type II"			768	255		3	00625 Chloroalkane and chloroalkene degradation [PATH:ko00625]|00361 Chlorocyclohexane and chlorobenzene degradation [PATH:ko00361]
Bcen2424_2052	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2276613	2278205	+	ABK08803.1			Bcen2424_2052	malate synthase A			1593	530		3	00620 Pyruvate metabolism [PATH:ko00620]|00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
Bcen2424_2053	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2278354	2278767	-	ABK08804.1			Bcen2424_2053	protein of unknown function UPF0131			414	137			
Bcen2424_2054	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2279035	2279916	+	ABK08805.1			Bcen2424_2054	"transcriptional regulator, AraC family"			882	293			
Bcen2424_2055	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2279940	2280404	-	ABK08806.1			Bcen2424_2055	"Acetyltransferase, GNAT family"			465	154			
Bcen2424_2056	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2281923	2283332	-	ABK08807.1			Bcen2424_2056	glutamyl-tRNA synthetase			1410	469		3	00860 Porphyrin and chlorophyll metabolism [PATH:ko00860]|00970 Aminoacyl-tRNA biosynthesis [PATH:ko00970]
Bcen2424_2057	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2283611	2284528	+	ABK08808.1			Bcen2424_2057	Patatin			918	305			
Bcen2424_2058	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2284682	2285353	-	ABK08809.1			Bcen2424_2058	NLP/P60 protein			672	223			
Bcen2424_2059	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2285482	2287104	-	ABK08810.1			Bcen2424_2059	ABC transporter related protein			1623	540			
Bcen2424_2060	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2287101	2288198	-	ABK08811.1			Bcen2424_2060	binding-protein-dependent transport systems inner membrane component			1098	365			
Bcen2424_2061	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2288247	2289290	-	ABK08812.1			Bcen2424_2061	binding-protein-dependent transport systems inner membrane component			1044	347			
Bcen2424_2062	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2289343	2291217	-	ABK08813.1			Bcen2424_2062	"extracellular solute-binding protein, family 5"			1875	624			
Bcen2424_2063	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2291359	2291715	-	ABK08814.1			Bcen2424_2063	conserved hypothetical protein			357	118			
Bcen2424_2064	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2291958	2292623	-	ABK08815.1			Bcen2424_2064	"two component transcriptional regulator, winged helix family"			666	221			
Bcen2424_2065	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2292643	2294034	-	ABK08816.1			Bcen2424_2065	periplasmic sensor signal transduction histidine kinase			1392	463			
Bcen2424_2066	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2294046	2294720	-	ABK08817.1			Bcen2424_2066	"two component transcriptional regulator, winged helix family"			675	224			
Bcen2424_2067	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2294939	2295238	+	ABK08818.1			Bcen2424_2067	conserved hypothetical protein			300	99			
Bcen2424_2068	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2295350	2295682	-	ABK08819.1			Bcen2424_2068	cytochrome bo3 quinol oxidase subunit 4			333	110			
Bcen2424_2069	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2295683	2296291	-	ABK08820.1			Bcen2424_2069	cytochrome bo3 quinol oxidase subunit 3			609	202			
Bcen2424_2070	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2296291	2298297	-	ABK08821.1			Bcen2424_2070	cytochrome bo3 quinol oxidase subunit 1 apoprotein			2007	668			
Bcen2424_2071	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2298301	2299188	-	ABK08822.1			Bcen2424_2071	cytochrome bo3 quinol oxidase subunit 2			888	295			
Bcen2424_2072	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2299464	2300993	-	ABK08823.1			Bcen2424_2072	NADH dehydrogenase subunit M			1530	509			
